latitude,longitude,bright_ti4,acq_date,frp,country
5.38944,-55.05054,311.34,2024-08-23,1.67,Suriname
5.1548,-55.46445,303.25,2024-11-10,1.17,Suriname
5.9518,-56.88063,310.98,2024-03-31,1.38,Suriname
2.07349,-56.01557,343.18,2024-10-28,11.04,Suriname
5.7653,-56.79692,345.35,2024-04-03,9.2,Suriname
5.77788,-57.04098,340.06,2024-04-10,2.4,Suriname
5.9096,-56.44363,320.65,2024-03-02,2.34,Suriname
5.74758,-56.69344,316.71,2024-04-09,2.86,Suriname
5.89884,-55.72673,335.22,2024-11-03,6.67,Suriname
5.96882,-56.88591,338.29,2024-03-13,5.53,Suriname
4.47195,-54.46658,334.6,2024-10-05,6.44,Suriname
5.87656,-56.93385,330.01,2024-09-28,2.28,Suriname
5.8363,-57.06097,338.48,2024-04-07,5.0,Suriname
5.85406,-56.65123,343.19,2024-02-22,14.29,Suriname
5.83638,-56.44535,339.76,2024-04-09,5.04,Suriname
5.86756,-56.94322,351.13,2024-04-07,9.22,Suriname
5.88565,-56.65474,353.03,2024-01-17,7.6,Suriname
5.82127,-57.0354,342.43,2024-03-01,9.96,Suriname
5.74726,-57.02638,344.05,2024-03-02,23.18,Suriname
5.9124,-56.85137,335.88,2024-02-21,4.83,Suriname
5.76482,-56.67048,343.42,2024-02-11,5.33,Suriname
5.9562,-56.7959,308.51,2024-03-02,2.45,Suriname
5.82716,-56.33367,330.63,2024-02-28,3.39,Suriname
5.90934,-56.62088,310.18,2024-02-27,2.7,Suriname
5.82718,-56.81998,335.72,2024-10-16,2.95,Suriname
5.04102,-54.92545,307.31,2024-03-26,0.54,Suriname
5.78033,-56.85632,307.07,2024-01-08,1.17,Suriname
5.90361,-55.57529,350.6,2024-10-16,5.46,Suriname
5.76008,-55.25016,335.22,2024-03-02,4.05,Suriname
5.8526,-56.88814,334.58,2024-09-19,5.39,Suriname
5.9238,-56.78844,335.09,2024-04-08,11.47,Suriname
5.89302,-56.77308,350.38,2024-04-07,10.33,Suriname
5.85044,-56.66281,367.0,2024-01-21,22.41,Suriname
5.88939,-56.75875,304.6,2024-01-08,1.79,Suriname
5.57981,-55.26891,332.62,2024-09-09,9.15,Suriname
5.92326,-56.58419,331.78,2024-04-01,4.88,Suriname
4.36442,-55.7865,338.75,2024-10-21,6.06,Suriname
4.12242,-54.5495,305.02,2024-11-10,2.03,Suriname
4.98905,-55.19436,307.92,2024-09-19,0.41,Suriname
4.46558,-55.43221,332.01,2024-10-16,14.58,Suriname
5.80992,-56.04837,322.89,2024-02-17,2.21,Suriname
5.94228,-54.83789,322.16,2024-03-01,2.93,Suriname
4.8706,-55.268,338.36,2024-10-09,5.48,Suriname
2.33927,-56.82175,335.28,2024-10-23,4.58,Suriname
5.86202,-56.66487,343.89,2024-11-01,4.3,Suriname
5.26958,-55.24393,308.3,2024-01-13,0.9,Suriname
5.92679,-56.7886,356.19,2024-04-09,4.64,Suriname
4.14414,-54.41304,336.46,2024-11-01,14.19,Suriname
2.36181,-56.80738,334.86,2024-11-04,9.23,Suriname
5.82414,-56.08828,336.3,2024-02-26,11.32,Suriname
5.92084,-56.73499,337.57,2024-04-08,7.76,Suriname
5.93531,-56.94241,339.7,2024-03-28,6.25,Suriname
5.8937,-56.75892,339.99,2024-02-19,11.56,Suriname
2.34628,-56.76056,332.88,2024-11-18,7.45,Suriname
5.91109,-56.53762,354.2,2024-03-27,24.54,Suriname
5.63266,-55.10142,304.17,2024-02-19,0.48,Suriname
5.93941,-54.82567,327.92,2024-02-29,11.6,Suriname
5.76079,-56.81071,324.79,2024-03-11,4.93,Suriname
5.92339,-56.57991,346.42,2024-03-11,8.37,Suriname
5.95641,-56.87836,310.23,2024-04-03,1.57,Suriname
5.76716,-56.8135,307.94,2024-02-28,1.32,Suriname
5.92881,-56.6945,338.75,2024-04-07,5.5,Suriname
5.96925,-56.90239,319.11,2024-02-24,1.78,Suriname
5.91285,-55.34,313.51,2024-04-09,1.54,Suriname
5.69258,-57.0687,334.52,2024-03-31,6.22,Suriname
5.83538,-57.06289,351.41,2024-04-08,10.95,Suriname
4.09488,-54.67044,343.59,2024-11-09,6.43,Suriname
4.54541,-54.45152,367.0,2024-08-16,10.72,Suriname
5.58594,-54.32224,332.66,2024-10-31,4.08,Suriname
5.9245,-56.8194,310.89,2024-01-23,2.52,Suriname
5.95342,-55.43713,304.03,2024-12-06,1.3,Suriname
-26.42895,31.22445,330.72,2024-07-07,1.5,Swaziland
-26.81565,31.10664,298.59,2024-07-11,1.2,Swaziland
-26.41344,31.51337,355.88,2024-08-12,6.46,Swaziland
-26.77628,31.98507,341.33,2024-08-28,4.15,Swaziland
-26.40982,31.20919,298.81,2024-07-08,0.64,Swaziland
-26.65677,31.11615,295.94,2024-07-13,4.64,Swaziland
-26.7544,31.17907,340.69,2024-08-21,35.09,Swaziland
-26.85113,31.45355,348.1,2024-10-07,6.74,Swaziland
-26.83511,31.08737,347.62,2024-08-11,12.25,Swaziland
-27.25976,31.5309,354.62,2024-07-11,3.85,Swaziland
-26.37202,31.04293,354.82,2024-03-06,32.72,Swaziland
-25.87028,31.27399,330.89,2024-07-19,4.52,Swaziland
-26.95218,31.13595,334.93,2024-09-26,2.92,Swaziland
-25.90663,31.56078,351.12,2024-08-14,4.81,Swaziland
-27.01454,31.29519,335.22,2024-08-11,2.42,Swaziland
-26.35466,31.13724,329.98,2024-07-07,2.83,Swaziland
-26.26258,31.81435,335.03,2024-07-05,5.46,Swaziland
-26.52988,30.89551,306.19,2024-07-16,2.75,Swaziland
-26.17684,31.37888,298.94,2024-07-06,0.8,Swaziland
-27.14893,31.29911,341.06,2024-07-17,21.47,Swaziland
-26.2549,31.38014,338.01,2024-09-07,4.19,Swaziland
-26.39072,31.43953,295.48,2024-08-24,0.17,Swaziland
-26.20812,31.06164,367.0,2024-07-05,11.25,Swaziland
-26.22253,31.05602,309.02,2024-07-05,2.09,Swaziland
-26.86945,31.54213,339.94,2024-08-14,3.87,Swaziland
-26.45741,31.03859,367.0,2024-03-01,18.56,Swaziland
-26.10508,31.36413,335.91,2024-08-27,3.14,Swaziland
-26.17012,31.43322,349.64,2024-10-07,5.12,Swaziland
-26.08047,31.28633,301.62,2024-07-05,1.12,Swaziland
-26.25438,31.29755,334.21,2024-08-28,3.72,Swaziland
-26.8237,31.10355,367.0,2024-08-11,40.98,Swaziland
-26.41298,31.45404,329.44,2024-08-27,4.38,Swaziland
-26.63092,31.00131,344.15,2024-07-25,4.49,Swaziland
-26.65077,32.10944,333.94,2024-08-26,4.13,Swaziland
-26.53398,32.02753,331.72,2024-07-13,1.55,Swaziland
-27.03193,31.06306,347.83,2024-07-04,1.87,Swaziland
-26.64614,31.57918,355.02,2024-08-14,6.49,Swaziland
-26.05968,31.95798,309.62,2024-08-27,2.16,Swaziland
-27.09532,31.18512,297.03,2024-07-09,1.61,Swaziland
-26.4398,31.49469,336.77,2024-07-24,12.96,Swaziland
-26.87775,31.13087,332.14,2024-09-04,2.7,Swaziland
-26.7567,31.77725,313.18,2024-08-22,1.61,Swaziland
-26.10705,31.29846,355.52,2024-08-11,7.3,Swaziland
-26.08022,31.42989,367.0,2024-08-28,9.91,Swaziland
-25.99706,31.83692,309.58,2024-07-31,1.02,Swaziland
-26.69361,30.97105,332.78,2024-08-17,3.31,Swaziland
-26.17186,31.44613,337.96,2024-10-07,2.67,Swaziland
-26.51412,30.94076,328.85,2024-07-25,1.2,Swaziland
-26.12849,32.04316,339.81,2024-08-27,4.78,Swaziland
-26.07661,31.44338,367.0,2024-07-13,168.32,Swaziland
-26.77157,31.17191,318.36,2024-08-08,1.47,Swaziland
-26.6594,31.12472,333.9,2024-10-06,1.57,Swaziland
-26.41349,31.52375,367.0,2024-08-09,79.26,Swaziland
-26.26566,31.15269,303.6,2024-07-07,5.01,Swaziland
-26.48553,31.50327,343.17,2024-07-24,2.54,Swaziland
-26.46951,31.45638,313.73,2024-07-05,1.71,Swaziland
-27.00863,30.97455,338.86,2024-07-07,46.59,Swaziland
-26.45687,30.9054,335.99,2024-11-04,8.32,Swaziland
-26.78706,31.48799,301.73,2024-08-27,0.7,Swaziland
-25.82745,31.36543,367.0,2024-07-14,8.98,Swaziland
-26.85561,31.00202,296.85,2024-09-28,0.45,Swaziland
-26.18774,31.39542,339.82,2024-09-14,9.01,Swaziland
-26.42834,31.96165,341.73,2024-07-13,3.24,Swaziland
-26.40627,31.5843,335.2,2024-08-07,7.65,Swaziland
-26.25467,31.47888,295.63,2024-07-03,0.93,Swaziland
-26.23815,31.04399,295.85,2024-07-05,0.38,Swaziland
-26.49497,32.09534,339.83,2024-09-18,6.34,Swaziland
-26.21673,30.96725,334.99,2024-10-05,6.12,Swaziland
-26.84699,31.03478,337.35,2024-08-09,4.22,Swaziland
-26.76403,30.82839,345.45,2024-10-12,8.47,Swaziland
-26.67608,30.97252,332.93,2024-07-07,10.36,Swaziland
-26.43714,31.45016,333.81,2024-08-10,4.23,Swaziland
-26.25958,30.97851,324.15,2024-07-05,4.66,Swaziland
-25.93363,31.53856,346.25,2024-08-28,3.75,Swaziland
-27.19461,31.39128,332.01,2024-07-18,9.87,Swaziland
-26.81404,31.09254,346.49,2024-07-11,8.19,Swaziland
-26.18529,31.10328,340.34,2024-07-11,21.35,Swaziland
-26.73325,30.84451,332.36,2024-08-13,2.81,Swaziland
-26.45075,31.97287,300.17,2024-07-07,0.35,Swaziland
-26.25022,31.28143,339.85,2024-07-09,43.87,Swaziland
-26.43717,31.47768,328.14,2024-07-07,3.34,Swaziland
-26.85585,31.02813,334.23,2024-08-08,4.85,Swaziland
-25.87474,31.21837,341.88,2024-07-04,4.67,Swaziland
-26.28077,31.09151,340.3,2024-07-13,2.08,Swaziland
-26.41102,31.42525,302.78,2024-08-27,1.8,Swaziland
-26.38801,32.01751,309.97,2024-08-19,0.9,Swaziland
-26.64995,32.04029,334.55,2024-09-25,12.82,Swaziland
-26.04044,31.1594,332.28,2024-07-11,2.96,Swaziland
-26.76212,31.84672,336.52,2024-08-28,5.26,Swaziland
-25.8371,31.45547,332.11,2024-08-27,3.4,Swaziland
-27.05022,31.04879,367.0,2024-07-04,9.53,Swaziland
-26.72986,30.91618,334.21,2024-07-14,5.29,Swaziland
-27.02063,31.38862,332.2,2024-07-07,3.72,Swaziland
-26.01477,31.89849,343.23,2024-08-17,46.34,Swaziland
-26.44892,31.16861,336.15,2024-08-09,4.03,Swaziland
-25.98481,31.25487,330.49,2024-06-14,2.88,Swaziland
-25.86124,31.34047,334.15,2024-07-26,3.85,Swaziland
-25.99662,31.54017,339.18,2024-08-11,11.56,Swaziland
-26.38135,32.01875,313.42,2024-08-19,0.66,Swaziland
-26.09964,31.56041,306.74,2024-07-09,2.62,Swaziland
-26.80386,31.24688,331.59,2024-09-26,1.74,Swaziland
-26.49227,31.22711,327.14,2024-05-25,1.83,Swaziland
-26.50955,31.64589,351.77,2024-08-14,13.71,Swaziland
-26.36895,31.11533,326.73,2024-08-09,2.09,Swaziland
-26.49631,31.62783,367.0,2024-07-11,12.2,Swaziland
-25.84114,31.45384,298.35,2024-08-24,0.4,Swaziland
-26.33391,32.03929,340.61,2024-07-08,11.85,Swaziland
-25.85503,31.27849,331.88,2024-09-08,4.29,Swaziland
-26.8957,31.19434,347.71,2024-09-26,6.96,Swaziland
-26.49756,30.83065,351.02,2024-05-23,6.02,Swaziland
-26.37455,31.17861,316.21,2024-07-07,8.63,Swaziland
-26.24909,31.84305,305.54,2024-09-04,0.9,Swaziland
-26.47843,31.46819,334.1,2024-07-09,4.35,Swaziland
-26.65364,30.90004,344.05,2024-02-21,23.72,Swaziland
-26.28307,31.44444,346.4,2024-09-25,4.23,Swaziland
-26.59924,32.00245,308.36,2024-08-27,2.85,Swaziland
-26.4451,31.20175,342.71,2024-06-15,7.39,Swaziland
-26.42411,31.21053,306.3,2024-07-07,0.71,Swaziland
-26.87117,31.16222,338.0,2024-09-25,4.1,Swaziland
-26.60445,30.92535,326.61,2024-04-16,4.94,Swaziland
-27.14118,31.40096,311.57,2024-08-27,4.32,Swaziland
-26.07997,31.3051,335.41,2024-08-27,14.53,Swaziland
-26.00783,31.83299,347.87,2024-08-25,8.53,Swaziland
-27.14289,31.11006,300.94,2024-07-17,1.01,Swaziland
-26.87161,31.0688,299.95,2024-08-08,0.43,Swaziland
-26.59428,31.38533,341.9,2024-08-16,7.8,Swaziland
-26.00066,31.35126,331.58,2024-11-20,6.6,Swaziland
-26.22958,31.09798,342.54,2024-09-01,6.44,Swaziland
-26.00418,32.03865,355.38,2024-07-28,8.34,Swaziland
-26.81155,30.93163,332.95,2024-10-24,3.54,Swaziland
-25.94725,31.45559,367.0,2024-08-28,11.27,Swaziland
-26.36002,31.33878,296.01,2024-07-09,1.61,Swaziland
-25.77573,31.43999,301.07,2024-07-28,48.99,Swaziland
-26.03142,31.88205,348.92,2024-06-13,18.88,Swaziland
-25.97786,31.25721,354.51,2024-08-11,9.04,Swaziland
-26.65086,31.96656,336.91,2024-08-11,7.47,Swaziland
-26.77426,31.15781,346.74,2024-08-11,3.53,Swaziland
-26.43793,31.24675,336.9,2024-08-25,3.3,Swaziland
-26.996,31.4707,302.79,2024-07-18,0.6,Swaziland
-26.2745,31.35778,337.86,2024-09-08,4.8,Swaziland
-26.01165,31.12627,340.68,2024-07-11,3.55,Swaziland
-26.26732,31.06969,331.49,2024-07-28,2.71,Swaziland
-26.81233,31.18838,346.6,2024-09-26,42.91,Swaziland
-26.87244,31.37124,354.43,2024-08-27,48.44,Swaziland
-26.33322,30.95307,300.01,2024-07-18,0.91,Swaziland
-26.32399,30.99771,312.8,2024-07-05,2.26,Swaziland
-25.78845,31.29048,332.26,2024-07-12,2.05,Swaziland
-25.8118,31.27785,343.35,2024-08-17,2.68,Swaziland
-27.05577,31.53535,352.08,2024-07-11,4.78,Swaziland
-26.13054,31.13679,313.88,2024-08-11,11.14,Swaziland
-26.19722,32.02416,347.93,2024-07-13,4.99,Swaziland
-25.85782,31.34222,339.56,2024-07-03,8.68,Swaziland
-26.0004,31.83625,344.73,2024-07-25,13.34,Swaziland
-26.39584,31.10699,340.24,2024-07-19,5.99,Swaziland
-25.88094,31.3931,352.26,2024-08-28,7.3,Swaziland
-26.40563,30.9925,355.55,2024-04-04,17.48,Swaziland
-26.56618,31.37095,301.87,2024-07-05,2.97,Swaziland
-26.51643,31.28282,339.88,2024-07-14,18.77,Swaziland
-26.45546,30.81168,333.77,2024-07-11,3.38,Swaziland
-26.41053,31.24816,295.66,2024-07-06,0.82,Swaziland
-26.74931,30.8894,342.59,2024-08-18,10.73,Swaziland
-26.31302,31.19201,321.84,2024-08-27,2.71,Swaziland
-26.91081,31.46068,349.49,2024-08-16,8.63,Swaziland
-26.57985,30.9045,332.44,2024-02-15,5.34,Swaziland
-26.49508,31.72004,336.22,2024-11-25,1.36,Swaziland
-26.23298,31.60926,333.8,2024-07-08,3.62,Swaziland
-26.10371,32.03493,315.73,2024-08-27,1.88,Swaziland
-26.4251,30.99423,337.57,2024-02-15,7.03,Swaziland
-26.95835,31.45991,298.13,2024-07-10,0.31,Swaziland
-26.19028,32.04063,367.0,2024-07-21,9.8,Swaziland
-26.71869,31.19988,328.98,2024-07-04,5.05,Swaziland
-25.90118,31.19938,367.0,2024-09-29,33.0,Swaziland
-26.50368,31.46338,334.51,2024-07-18,5.31,Swaziland
-26.20524,31.19287,367.0,2024-08-11,49.17,Swaziland
-26.72719,30.8148,367.0,2024-06-25,10.87,Swaziland
-26.01365,31.98781,306.16,2024-08-27,1.49,Swaziland
-27.16971,31.92052,331.5,2024-07-30,10.98,Swaziland
-26.70792,31.27063,327.35,2024-07-01,2.52,Swaziland
-26.31637,31.28577,301.63,2024-07-07,0.87,Swaziland
-26.23753,31.35626,334.26,2024-09-25,2.9,Swaziland
-27.07038,31.52003,309.66,2024-08-27,1.82,Swaziland
-26.71686,30.7907,332.83,2024-06-11,5.17,Swaziland
-26.29387,30.99332,335.48,2024-07-25,9.6,Swaziland
-26.21045,31.13942,303.54,2024-08-03,1.15,Swaziland
-26.68481,30.82003,336.5,2024-01-26,4.07,Swaziland
-26.42335,31.04081,342.14,2024-07-09,4.15,Swaziland
-26.29874,30.94483,334.44,2024-10-12,13.95,Swaziland
-26.31678,31.22444,325.22,2024-08-26,3.95,Swaziland
-26.48384,31.22317,298.11,2024-07-10,1.34,Swaziland
-27.04367,31.23466,328.04,2024-09-04,1.72,Swaziland
-26.64981,31.42616,367.0,2024-08-28,94.79,Swaziland
-26.20855,31.25448,354.45,2024-07-05,5.82,Swaziland
-26.65412,32.04422,332.74,2024-08-27,6.29,Swaziland
-26.00218,31.82325,342.4,2024-07-23,27.94,Swaziland
-26.03837,31.10486,299.36,2024-07-28,0.38,Swaziland
-26.00105,31.52423,367.0,2024-08-11,15.79,Swaziland
-27.20255,31.15377,349.53,2024-07-18,20.81,Swaziland
-26.00491,31.81997,297.6,2024-07-20,1.99,Swaziland
-26.241,31.38076,344.81,2024-08-28,3.76,Swaziland
-27.06662,31.48363,344.05,2024-08-09,26.69,Swaziland
-26.20202,31.16521,331.62,2024-08-11,17.6,Swaziland
-25.86634,31.48492,305.41,2024-08-27,1.28,Swaziland
-26.74133,31.02719,335.97,2024-07-03,5.59,Swaziland
-26.0241,31.13897,354.2,2024-07-10,10.2,Swaziland
-27.15239,31.19217,329.55,2024-07-07,1.97,Swaziland
-26.29487,30.94816,332.57,2024-04-24,12.94,Swaziland
-27.1543,31.62638,341.25,2024-10-05,3.95,Swaziland
-26.15647,31.28265,298.88,2024-10-06,0.41,Swaziland
-26.02435,31.11981,349.72,2024-07-11,14.37,Swaziland
-26.79932,31.03497,351.7,2024-08-17,20.11,Swaziland
-27.02543,31.02633,336.78,2024-08-12,2.96,Swaziland
-26.04166,31.13693,315.2,2024-07-10,2.26,Swaziland
-27.22159,31.86975,345.23,2024-09-05,16.95,Swaziland
-26.5311,31.08808,344.38,2024-08-28,4.28,Swaziland
-25.87091,31.2118,348.8,2024-07-04,8.71,Swaziland
-26.06042,31.33642,343.94,2024-08-28,18.95,Swaziland
-27.26072,31.52687,331.12,2024-07-11,3.85,Swaziland
-26.26135,30.9431,306.61,2024-09-30,1.03,Swaziland
-26.07282,31.37739,350.59,2024-08-27,5.21,Swaziland
-26.19713,31.01198,367.0,2024-10-04,16.16,Swaziland
-27.02003,31.36608,325.6,2024-08-02,3.17,Swaziland
-26.54385,30.9825,305.23,2024-07-11,1.02,Swaziland
-27.03864,31.27824,334.13,2024-08-09,16.8,Swaziland
-26.27507,31.83414,295.82,2024-09-04,0.48,Swaziland
-26.36577,31.58448,367.0,2024-09-29,18.83,Swaziland
-27.28016,31.5789,367.0,2024-08-27,20.21,Swaziland
-27.20508,31.60159,331.96,2024-07-14,4.73,Swaziland
-26.27289,31.22035,296.23,2024-07-08,1.04,Swaziland
-26.56593,30.91112,340.55,2024-11-18,98.29,Swaziland
-26.22243,31.47034,348.35,2024-07-12,9.21,Swaziland
-26.01012,31.8302,367.0,2024-07-16,40.25,Swaziland
-25.9339,31.6587,316.03,2024-07-15,13.34,Swaziland
-26.06505,31.48732,338.77,2024-07-08,12.14,Swaziland
-26.27741,31.19291,337.86,2024-07-08,3.42,Swaziland
-26.44604,30.87713,340.25,2024-05-26,6.89,Swaziland
-25.96053,31.11691,336.36,2024-07-13,3.03,Swaziland
-26.00335,31.84005,341.14,2024-08-25,6.4,Swaziland
-26.5293,30.88898,324.18,2024-07-16,2.75,Swaziland
-26.11915,31.05167,352.66,2024-06-18,27.58,Swaziland
-26.43382,31.05849,367.0,2024-07-09,26.43,Swaziland
-26.88041,31.05863,297.24,2024-07-08,1.02,Swaziland
-26.49261,31.1013,349.6,2024-04-04,12.56,Swaziland
-26.88533,31.46367,337.97,2024-08-14,6.93,Swaziland
-26.27827,31.89184,367.0,2024-08-28,12.49,Swaziland
-27.0722,31.26527,345.31,2024-08-14,9.08,Swaziland
-26.52688,30.84727,302.51,2024-09-04,1.22,Swaziland
-26.88828,31.21207,342.13,2024-09-27,7.32,Swaziland
-26.68338,30.93938,301.33,2024-08-11,1.16,Swaziland
-26.53441,31.37026,331.87,2024-07-09,3.8,Swaziland
-26.24819,31.28452,302.35,2024-07-09,34.05,Swaziland
-26.28905,31.15401,335.21,2024-07-10,7.86,Swaziland
-25.85019,31.22371,302.15,2024-07-04,1.15,Swaziland
-26.13393,31.75435,352.22,2024-09-03,6.35,Swaziland
-26.51213,31.55855,338.98,2024-07-14,4.29,Swaziland
-26.48322,31.37922,326.31,2024-07-05,2.5,Swaziland
-26.30786,31.11254,345.47,2024-07-07,3.92,Swaziland
-26.98686,31.33028,299.49,2024-08-08,0.51,Swaziland
-26.5341,30.87138,334.62,2024-08-01,3.21,Swaziland
-26.54244,31.05714,308.82,2024-07-07,2.08,Swaziland
-26.31679,31.14743,339.36,2024-07-09,3.02,Swaziland
-26.19648,31.27837,296.23,2024-07-05,0.98,Swaziland
-26.50587,31.48624,298.6,2024-07-12,1.31,Swaziland
-26.47996,31.29737,339.17,2024-07-28,2.83,Swaziland
-26.14321,31.35298,336.65,2024-08-04,5.89,Swaziland
-26.3487,31.37228,367.0,2024-08-28,36.57,Swaziland
-26.45825,31.03493,355.2,2024-03-01,18.56,Swaziland
-26.31433,31.04068,337.14,2024-07-05,8.78,Swaziland
-26.10177,31.10414,367.0,2024-08-28,39.57,Swaziland
-26.34343,31.13109,315.5,2024-07-07,5.46,Swaziland
-27.18511,31.93643,339.6,2024-07-18,3.07,Swaziland
-26.00939,31.13076,322.64,2024-07-10,2.73,Swaziland
-26.89071,31.79232,367.0,2024-08-11,5.33,Swaziland
-26.68011,30.91703,367.0,2024-08-11,102.72,Swaziland
-26.48507,31.57362,346.36,2024-07-11,5.48,Swaziland
-26.80517,30.99501,333.35,2024-07-06,4.39,Swaziland
-26.83104,31.85424,298.42,2024-07-08,0.8,Swaziland
-26.28029,31.25176,353.78,2024-07-07,5.56,Swaziland
-27.19531,31.55867,313.12,2024-07-10,1.11,Swaziland
-26.52331,31.03469,295.66,2024-08-09,0.59,Swaziland
-26.66081,31.1193,300.86,2024-07-13,0.62,Swaziland
-27.08766,31.10269,326.48,2024-07-05,2.32,Swaziland
-26.40554,32.05013,318.4,2024-08-27,2.28,Swaziland
-26.78324,31.14736,298.29,2024-08-10,1.06,Swaziland
-26.58116,31.17694,297.75,2024-08-18,0.47,Swaziland
-27.01906,31.37729,337.46,2024-09-13,2.02,Swaziland
-27.06803,31.56402,353.4,2024-08-27,11.05,Swaziland
-25.85445,31.44377,355.31,2024-04-22,5.02,Swaziland
-26.36169,30.94743,339.61,2024-11-20,12.4,Swaziland
-25.80441,31.43381,301.58,2024-07-05,1.19,Swaziland
-26.29239,31.0225,296.05,2024-07-05,0.57,Swaziland
-26.08197,31.42406,325.24,2024-04-13,2.17,Swaziland
-26.10223,31.16487,311.84,2024-07-07,0.86,Swaziland
-26.44687,31.98353,338.31,2024-08-28,5.32,Swaziland
-26.63697,31.42878,333.98,2024-07-24,3.55,Swaziland
-26.13107,32.04624,367.0,2024-08-27,8.88,Swaziland
-26.11639,32.05671,333.43,2024-09-04,3.28,Swaziland
-26.99892,31.25485,367.0,2024-08-11,36.46,Swaziland
-25.88258,31.38152,367.0,2024-08-27,18.63,Swaziland
-26.10604,31.44545,334.28,2024-07-11,5.12,Swaziland
-26.55955,31.36957,326.66,2024-07-08,3.45,Swaziland
58.66936,17.12732,300.48,2024-11-02,0.61,Sweden
58.67577,17.13885,309.61,2024-05-15,1.41,Sweden
64.66299,21.28204,342.77,2024-07-21,9.95,Sweden
65.56324,22.23053,322.24,2024-09-19,1.5,Sweden
60.49039,15.4524,301.83,2024-09-13,0.88,Sweden
57.84366,16.19486,297.13,2024-06-28,0.51,Sweden
57.70914,18.80348,299.31,2024-09-05,0.74,Sweden
58.35987,12.37267,316.55,2024-10-17,2.45,Sweden
57.71182,18.80099,304.54,2024-08-15,0.91,Sweden
65.5632,22.22597,336.0,2024-10-12,4.07,Sweden
65.5649,22.22211,309.62,2024-10-03,2.07,Sweden
64.66483,21.2805,312.93,2024-08-22,2.7,Sweden
58.68333,17.12856,304.56,2024-07-24,1.19,Sweden
64.66203,21.28183,327.77,2024-10-28,2.12,Sweden
57.71042,18.80358,303.59,2024-08-15,1.42,Sweden
65.56134,22.21508,334.3,2024-09-07,9.97,Sweden
61.88014,16.11549,338.53,2024-05-15,15.7,Sweden
58.68313,17.13564,307.68,2024-04-11,0.95,Sweden
58.68532,17.13211,301.61,2024-06-15,0.4,Sweden
58.348,11.42239,297.32,2024-08-19,0.52,Sweden
64.66542,21.27735,314.16,2024-05-27,2.24,Sweden
65.56345,22.21602,345.11,2024-05-27,9.0,Sweden
65.56202,22.22197,347.55,2024-06-15,8.19,Sweden
65.56085,22.22051,305.64,2024-10-30,0.92,Sweden
64.66312,21.28002,315.49,2024-12-12,1.79,Sweden
65.56496,22.22132,332.91,2024-06-27,1.97,Sweden
57.71289,18.8055,300.94,2024-06-28,2.06,Sweden
64.66303,21.27381,310.26,2024-10-04,2.76,Sweden
60.48967,15.45076,301.19,2024-05-22,1.41,Sweden
64.66263,21.28411,330.99,2024-02-27,6.91,Sweden
65.56505,22.22317,321.79,2024-01-28,2.25,Sweden
58.6835,17.13295,327.27,2024-03-12,5.39,Sweden
60.13963,16.18924,297.96,2024-08-10,0.39,Sweden
64.66198,21.27978,312.14,2024-07-24,1.99,Sweden
58.67231,17.13336,306.29,2024-10-05,0.65,Sweden
65.56276,22.22535,330.82,2024-09-15,3.63,Sweden
58.35988,12.37581,323.01,2024-01-27,2.1,Sweden
58.34304,11.42898,298.75,2024-05-03,0.54,Sweden
65.56151,22.22725,341.24,2024-06-04,10.0,Sweden
65.56259,22.21752,367.0,2024-10-25,8.79,Sweden
58.35896,12.38296,333.83,2024-09-06,4.46,Sweden
60.63995,16.8782,315.97,2024-09-18,1.53,Sweden
65.56372,22.21925,329.73,2024-11-10,4.52,Sweden
59.09189,17.20254,305.19,2024-04-25,1.29,Sweden
58.67541,17.12754,295.39,2024-08-26,0.73,Sweden
65.56181,22.21541,308.42,2024-03-05,1.44,Sweden
65.56348,22.2251,339.11,2024-09-07,6.1,Sweden
67.67699,21.64052,338.47,2024-05-27,12.39,Sweden
58.67262,17.13477,308.38,2024-05-12,1.22,Sweden
65.56282,22.22042,335.2,2024-05-17,28.61,Sweden
60.54874,16.30723,307.51,2024-06-27,1.17,Sweden
64.66454,21.28369,326.02,2024-07-17,2.64,Sweden
60.61496,16.79172,298.97,2024-04-30,0.7,Sweden
60.33002,13.36968,317.87,2024-08-12,1.26,Sweden
65.56542,22.22111,297.57,2024-10-22,0.88,Sweden
58.34711,11.42367,301.2,2024-09-07,0.83,Sweden
58.77659,17.38363,335.14,2024-05-13,2.43,Sweden
57.71194,18.80017,303.43,2024-08-05,1.09,Sweden
65.56657,22.22205,323.09,2024-07-24,2.78,Sweden
60.13252,16.18574,304.27,2024-02-26,2.62,Sweden
65.5635,22.2185,335.99,2024-06-23,7.21,Sweden
58.68328,17.13253,308.99,2024-06-28,2.21,Sweden
57.70877,18.80604,298.64,2024-06-01,0.76,Sweden
65.56355,22.22267,353.27,2024-04-18,13.11,Sweden
64.66608,21.2858,325.79,2024-05-16,1.99,Sweden
55.694,13.35612,331.69,2024-03-07,3.43,Sweden
58.3466,11.4201,295.52,2024-09-26,0.38,Sweden
64.66312,21.28305,333.68,2024-05-17,1.86,Sweden
57.70919,18.8014,307.3,2024-08-17,0.84,Sweden
65.56387,22.21436,330.64,2024-02-02,3.42,Sweden
65.5651,22.22583,340.82,2024-02-09,5.46,Sweden
58.34618,11.42494,309.4,2024-11-14,1.2,Sweden
